text,gpt_responses,scope3,vague,file_name
"To that, we add phased targets for reducing methane emissions (50% from 2020 levels by 2025 and 80% from 2020 levels by 2030) to move towards zero methane and an objective of less than 0.1 million cubic meters per day for routine gas flaring at our operated assets by 2025, before eliminating flaring com pletely by 2030.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_TTE_2022_results.csv
"NIKE has expanded its commitment to LEED standards for new and remodeled stores.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_NKE_2022_results.csv
"At Pfizer, protecting the health, safety, and well being of colleagues and contingent workers, all of whom are essential to driving our business forward, is an integral part of how we operate.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_PFE_2022_results.csv
"A Commitment to a Decent Wage for All  In October 2021, the Company pledged that, by December 31, 2022, no employee’s direct compensation would fall below the decent wage in that worker’s country or region of employment, regardless of the business sector or entity in which he or she is employed.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_TTE_2022_results.csv
"To the extent practicable, we seek to avoid involuntary resettlement and minimize the need for voluntary resettlement.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_XOM_2022_results.csv
"All communications are recorded by an ExxonMobil assistant secretary or designated staff member and forwarded to the appropriate director or directors or otherwise handled as the Nominating and Governance Committee has directed.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_XOM_2022_results.csv
"Human Rights in the Workplace TotalEnergies has made safety in the workplace a core value (see p. 48).
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_TTE_2022_results.csv
"We value and honor the diverse cultural histories of the areas where we operate.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_XOM_2022_results.csv
"We have five different nation alities represented among our 14 Directors, six women and nine members who have specific competencies on climate sustainable development issues.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_TTE_2022_results.csv
"In France, TotalEnergies encourages and supports job creation projects to develop SMEs and start ups.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_TTE_2022_results.csv
"Hygiene and safety are at the forefront of customers’ minds, and we strive to ensure they are balanced with long term sustainability.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_MCD_2022_results.csv
"The horizonal axis represents impact to the company and the vertical axis represents the importance to stakeholders.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_KO_2022_results.csv
"The first step involves training in the profession of the participant's choice, followed by support for business creation and two years of pre paid rent on business premises.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_TTE_2022_results.csv
"In addition to global trainings and policies, there are brand specific policies based on operational model and location.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NASDAQ_BKNG_2022_results.csv
"Additionally, we continue to leverage diversity conferences and partnerships like Management Leadership for Tomorrow and The Consortium to attract talent for programs like our summer internship, direct hire and graduate level rotational programs.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_NKE_2022_results.csv
"Cotton and polyester data includes NIKE Brand footwear, apparel and socks, and Converse footwear and apparel.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_NKE_2022_results.csv
"Whether I’m working on the floor or in the office, my team knows they can always pull me aside for a chat.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_NKE_2022_results.csv
"The following emission conversion factor sources are used in calculations: Natural gas combustion emission factors: EPA Center employees and interns .
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_UBER_2022_results.csv
"Electricity (U.S.) eGRID (location based) In the absence of contractual instruments and residual mix factors, NIKE applies a regional national grid mix factor.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_NKE_2022_results.csv
"And, we will invest in new recycling technologies for PET plastic and other packaging materials.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_KO_2022_results.csv
"Deploying the Multi Energy Transition in Host Countries otalEnergies has been a pioneer in major glob al energy developments for many decades.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_TTE_2022_results.csv
"In December 2021, Disney’s Animal Kingdom celebrated the 41st birthday of Gino, the oldest western lowland gorilla at Walt Disney World Resort.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DIS_2022_results.csv
"In 2022, Disney won a Best Employers: Excellence in.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DIS_2022_results.csv
"The reporting guidelines and indicators in the Sustainability Reporting Guidance for the Oil and Gas Industry (4th edition, 2020) developed by Ipieca, the American Petroleum Institute (API), and the International Association of Oil Gas Producers (IOGP) informed this report.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_XOM_2022_results.csv
"Climate related risks and decarbonization opportunities are informed by those described in Uber’s 2021 ESG report, supplemented by stakeholder interviews.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_UBER_2022_results.csv
"Their expertise and on the ground programs enable us to reach individuals and communities that need us most, such as historically underrepresented communities that we aim to serve through our Disney Future Storytellers program.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_DIS_2022_results.csv
"The governance section of this ESG report highlights how our Board, the Nominating and Governance Committee, and senior management have overseen and managed our climate change strategy and risk management .
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_UBER_2022_results.csv
"Markets around the world have united in our effort to evolve the Happy Meal, in partnership with leading children’s health organization, Alliance for a Healthier Generation.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_MCD_2022_results.csv
"Scope 1 emissions are the direct GHG emissions from operations that are owned or controlled by Booking Holdings: facilities, installations and company owned vehicles.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NASDAQ_BKNG_2022_results.csv
"The Ocean Cleanup against specific goals, or the full suite of targets, indicates that these goals can be met.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_KO_2022_results.csv
"This multiyear strategy is focused on inspiring and engaging our employees, building our global talent pipeline, refreshing our culture, and ensuring we have the data, technology, and insights to effectively manage and develop our global workforce.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_DE_2022_results.csv
"This rapid expansion of not only tennis, but also the rise of women’s sport in my country gives me more hope for the next generation than I ever could have imagined.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_NKE_2022_results.csv
"The announcement followed the launch recycling and collection collaborate with recycling of 100% rPET bottles in New York, California partners and secure rPET to help ensure material and Texas, which also included Coca Cola 20 for our bottles is used again and again.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_KO_2022_results.csv
"We continue to use our marketing to drive growth of our low and no calorie portfolio.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_KO_2022_results.csv
"This goal informs our aim to reduce our company emissions by 95 percent and our value chain emissions by 90 percent from 2019 levels by 2040.
","{'scope3': 'yes', 'vague': 'specific'}",yes,specific,NYSE_PFE_2022_results.csv
"Since the launch of the playbook at the end of FY22, 10 factory based health and safety professionals have completed the Fundamentals of Industrial Hygiene training course offered by the Phylmar Academy or an equivalent program.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_NKE_2022_results.csv
"Dong Jin Textile in Indonesia knits fabric for footwear from recycled polyester.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_NKE_2022_results.csv
"Our McDonald’s Global Food Safety Advisory Council includes food safety, public health and medical professionals and leaders from North America, Europe and Asia.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_MCD_2022_results.csv
"This is an opt in, career development series for network members and leadership teams to advance their suite of skills and increase their personal growth, in conjunction with external organizations like Bleeker, Out Leadership, Hispanic Association on Corporate Responsibility and Workplace Change.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_NKE_2022_results.csv
"Renewable applies to wild caught fish for Filet O Fish to the McDonald’s System and all McDonald’s where soy used in chicken feed is locally produced and considered low plastics only, not fiber.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_MCD_2022_results.csv
"We have dedicated cybersecurity teams around the globe that are committed to helping protect our customers, dealers, products, and infrastructure.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_DE_2022_results.csv
"For the past four years, we’ve tracked an internal performance metric to evaluate our sites’ waste management practices as they relate to the hierarchy of control of handling waste: avoid, reduce, reuse, recycle, dispose.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_PFE_2022_results.csv
"The market has now opened a second net zero restaurant in Louth, Lincolnshire.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_MCD_2022_results.csv
"From mental health support to unlimited free financial coaching and, of course, access to sport we are committed to helping our teammates live their most fulfilling lives at work and outside of it.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_NKE_2022_results.csv
"ExxonMobil Sustainability Report Our approach In 2002, our first sustainability report summarized energy research, environmental stewardship, safety and health performance, community engagement and workforce development and diversity.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_XOM_2022_results.csv
"PhRMA’s Principles on Conduct of Clinical Trials and.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_PFE_2022_results.csv
"Our Community Support Initiatives During Covid 19 After devoting 2020 primarily to emergency response efforts, and particularly providing access to diagnostic, protective and preventive equipment, in 2021 TotalEnergies focused attention on in house vaccination campaigns for Company employees and partner firms, as well as support programs for the commu nities residing near our areas of operation.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_TTE_2022_results.csv
"In fiscal 2022, Disney joined the Propel Center, a first of its kind education hub for HBCUs, as the organization’s arts, media, entertainment, and hospitality lead sponsor.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DIS_2022_results.csv
"For the United States, in 2021 the Company acquired a portfolio of 2.2 GW in solar projects and 0.6 GW in battery storage projects to cover 100% of electricity needs at operated industrial sites, including the Port Arthur refining and petrochemical complex and the La Porte and Carville petrochemical sites.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_TTE_2022_results.csv
"Product quality and safety: Maintaining a quality culture to ensure the highest priority is placed on the safety, efficacy and reliability of our products, the safety of our patients and consumers, the quality of data supporting regulatory submissions, and interactions with our stakeholders.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_PFE_2022_results.csv
"The research established that of women who utilized time savings for economic activities, 91% saw an increase in income.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_KO_2022_results.csv
"All volumes of contingency regions to be Rainforest Alliance Certified.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_MCD_2022_results.csv
"As of year end 2021, 140 reports had been logged and processed in a confidential manner.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_TTE_2022_results.csv
"All RSPO supply chain models applicable volumes sourced of these commodities.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_MCD_2022_results.csv
"Our P Tier line of excavators, optimized for increased productivity, ef ciency, and reduced CO2e emissions, has been well received in the market.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_DE_2022_results.csv
"The mix combines regulated markets with deregulated markets integrated across the entire electricity value chain.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_TTE_2022_results.csv
"Enhanced management of Pfizer’s quality, safety, and audit data.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_PFE_2022_results.csv
"It halved its operated methane emissions between 2010 and 2020.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_TTE_2022_results.csv
"In FY22, we continued to measure employee engagement and our culture of belonging through our annual All Employee Engagement survey and several corporate pulse surveys and listening sessions focused on topics that are important to employees, including well being, career progression and culture.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_NKE_2022_results.csv
"SMART: Specific, Measurable, Additional, Realistic, Time bound.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_TTE_2022_results.csv
"In whatever form it might take, our engagement in the political process is grounded in and guided by our rm commitment to strong corporate governance and global corporate citizenship.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DE_2022_results.csv
"The responsible purchasing approach was also strengthened in 2021 with an updated roadmap comprising 10 objectives based on the Company's four sustainable development drivers.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_TTE_2022_results.csv
"In Canada, this innovation spans all DASANI bottles.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_KO_2022_results.csv
"Similar to our FY25 carbon targets, our SBTs are absolute rather than relative, per unit targets.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_NKE_2022_results.csv
"Diverse entrepreneurs participated in sessions on storytelling, customer service, and supplier diversity at Walt Disney World Resort as part of the Company’s support for the Russell Innovation Center for Entrepreneurs Supply Chain Accelerator.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DIS_2022_results.csv
"Despite great productivity gains, these increases come with environmental challenges that producers are addressing through partnerships, innovation, and overall stewardship of the land.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_DE_2022_results.csv
"We will work to drive progress across our company, our industry and beyond through rigorous analysis, creative partnerships and constant innovation to turn commitment into action.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_KO_2022_results.csv
"Our Product Solutions business provides materials used in the production of solutions across health care and medical, agricultural, food and beverage packaging and other applications.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_XOM_2022_results.csv
"Members adhere to ten common commitments, as well as individual SMART5 company specific commitments6.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_TTE_2022_results.csv
"On the pages that follow, you’ll see details about our progress on these initiatives, our mission and values, and other actions we’ve taken that are integral to our environmental, social, and governance goals .
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_UBER_2022_results.csv
"Similarly, emission reduction roadmaps to drive toward net zero are dependent on future market factors, such as continued technological progress and policy support, and represent forward looking statements.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_XOM_2022_results.csv
"Better together is supporting the Company’s transformation with the Transforming With Our People Program, launched in 2021.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_TTE_2022_results.csv
"According to the World Bank’s Carbon Pricing Dashboard, more than 21% of global emissions are now covered by 64 carbon pricing systems worldwide.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_TTE_2022_results.csv
"We are focused on increasing the overall diversity of our suppliers and are working to spend at least 1 billion annually with diverse suppliers.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_KO_2022_results.csv
"Greater China is working with the Circular Economy Research Institute of Tongji University to study advanced shoe and apparel recycling technologies to improve overall recycling efficiency through heat separation and artificial intelligence sorting systems.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_NKE_2022_results.csv
"Operating Return on Operating Assets (OROA), Operating Return on Sales (OROS), and Shareholder Value Added (SVA) are non GAAP (general accepted accounting principles) measures.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DE_2022_results.csv
"Materials suppliers like Dong Jin Textile in Indonesia manage color and chemistry with automated precision.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous,NYSE_NKE_2022_results.csv
"In addition to promoting safe behaviors, we have developed business continuity plans with a suite of enablers that will be activated in the event of a major cyber attack.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_XOM_2022_results.csv
"We want all youth to have access to rewarding opportunities in our industries.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DIS_2022_results.csv
"Guided by these assessments, we are working to define environmental sustainability criteria across the product lifecycle.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous,NYSE_PFE_2022_results.csv
"CARBON SEQUESTRATION: Approximately 2,500 metric tons of CO2e per year from reforestation.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_KO_2022_results.csv
"Partner Highlight: InnerCity Weighlifting Our partnership with ICW demonstrates how these efforts help to drive meaningful change.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_NKE_2022_results.csv
"Nitrogen use ef ciency is de ned as nitrogen applied divided by yield of crop.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DE_2022_results.csv
"We rely on each organization’s self reported percentages regarding communities served.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_DIS_2022_results.csv
"Additional waste metrics were added consistent with new core metrics set forth in the Ipieca, API, and IOGP Sustainability Reporting Guidance for the Oil and Gas Industry (4th edition, 2020).
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_XOM_2022_results.csv
"The program kicked off in March with over 50 women representing 16 different supplier groups who collectively employ over 380,000 people in the country in facilities that supply NIKE product.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_NKE_2022_results.csv
"Fisheries may also the Company and its Franchisees that sell chicken.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_MCD_2022_results.csv
"Focused on building a robust, long term pipeline of Black talent, in fiscal 2022 Disney on the Yard launched an inaugural summer program in which students from HBCUs received unique on the job experience with Disney.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DIS_2022_results.csv
"The push for economic and social development is coupled with the exploitation of abundant fossil fuel resources and the adoption of resource and energy intensive lifestyles around the world.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_PFE_2022_results.csv
"We are working across our Innovation and Manufacturing teams and rubber compound suppliers to unlock high recycled content rubber options that meet our design and durability expectations.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_NKE_2022_results.csv
"Our strategic public and private partnerships allow for reach and scale when key players are brought together.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_PFE_2022_results.csv
"Data presented represents information available as of 31 Jan 2023, including certain estimates and assumptions.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_PFE_2022_results.csv
"In 2019, we were one of the first companies to offer a global default opt out for utensils and cutlery within the app.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_UBER_2022_results.csv
"We inspire a world of belonging by embracing stories and storytellers who reflect the life experiences of people from across the globe.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DIS_2022_results.csv
"I envision a world where everyone believes in the endless opportunity in being told you don’t have what it takes.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_NKE_2022_results.csv
"We are constantly transforming our portfolio, from reducing added sugar in our drinks to bringing innovative new products to market.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_KO_2022_results.csv
"We have reduced Scope 1 and 2 emissions by 80% and reduced our Scope 3 emissions by 31%, each against our 2019 baseline emissions, tracking steadily towards our 2040 commitments of net zero, which is 10 years ahead of the Paris Agreement.
","{'scope3': 'yes', 'vague': 'specific'}",yes,specific,NASDAQ_BKNG_2022_results.csv
"To date, more than 40 elephants have been given care and medical treatment at Wildlife SOS’s Elephant Hospital and Elephant Conservation and Care Centre, established in 2010 and the first center of its kind in northern India.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DIS_2022_results.csv
"Data was obtained through various means, including informal identification and voluntary self disclosure.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_MCD_2022_results.csv
"Pfizer’s ethics and compliance organization is led by our Chief Quality, Compliance Risk Officer who reports directly to the CEO and is a member of the Executive Leadership Team.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_PFE_2022_results.csv
"Basketball Final Four tournaments in the campaign encouraging self expression and digit volume growth in five of the last six years.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_KO_2022_results.csv
"We report on our sustainability performance within each Focus Area throughout this document.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_XOM_2022_results.csv
"We are providing solutions that meet the growing needs of society reliably and affordably.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_XOM_2022_results.csv
"Continued to advocate for the right to flexibility, fair benefits, and support for people who make money on the Uber platform.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_UBER_2022_results.csv
"None of the adjustments resulting in meeting targets that we would not have met if we didn’t normalize our performance to minimize the impact of the COVID 19 slowdown on our FY20 targets target year and FY25 targets baseline year.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_NKE_2022_results.csv
"We have long standing partnerships with most of the Tier 1 finished goods suppliers.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_NKE_2022_results.csv
"As a result, the Company is on track to reduce Scope 2 emissions across its operated scope by more than 2 Mt of carbon annually as of 2025.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_TTE_2022_results.csv
"Physical volume of biofuels in equivalent ethanol and esters according to the rules defined by the European Union’s RED Directive, excluding volumes sold to third parties by Trading.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_TTE_2022_results.csv
"We are aiming for a sustained creation of SVA and are using this metric for various performance goals.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DE_2022_results.csv
"We have focused our investments in concepts that support a circular economy, water and climate.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_KO_2022_results.csv
"Our team works to minimize the potential impact of our operations, especially in areas of water stress, as defined by measuring the ratio of total water withdrawals to available renewable water supplies.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_XOM_2022_results.csv
"Employee Resource Groups (ERGs) are an essential component of our people focused strategy.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DE_2022_results.csv
"February 2021: TotalEnergies joins the container ship, at Dunkirk.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_TTE_2022_results.csv
"Disability inclusion is an area in which we are also exploring new and innovative ways to make content more accessible to our employees with disabilities.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_NKE_2022_results.csv
"McDonald’s has been on a journey to help support sustainable food production and forest conservation for more than three decades.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_MCD_2022_results.csv
"Factors that could cause actual results to differ materially from our expectations are detailed in our filings with the Securities and Exchange Commission.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_MCD_2022_results.csv
"These emissions are associated with the disposal of products including landfill and incineration.
","{'scope3': 'yes', 'vague': 'specific'}",yes,specific,NYSE_NKE_2022_results.csv
"Emissions from transportation of Converse products outside of North America and transportation of NikeID products are excluded.
","{'scope3': 'yes', 'vague': 'specific'}",yes,specific,NYSE_NKE_2022_results.csv
"We live in a time when science can increasingly take on the world’s most devastating diseases.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_PFE_2022_results.csv
"Responsible Business Conduct, with stakeholder enabling and promoting responsible sourcing practices, to advance industry understanding and progress toward living wages in global collect and sort up to 60% of plastic waste that is recycled around the world.1 They are integral to the functioning of an efficient, circular economy panels discussing subjects such as the increasing regulation of human rights, grievance mechanisms and effective remedy collaborations, and the supply chains.
","{'scope3': 'yes', 'vague': 'generic'}",yes,generic,NYSE_KO_2022_results.csv
"Awareness remains one of our best defenses and cybersecurity education is a priority for ExxonMobil.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_XOM_2022_results.csv
"In Paris, we extended our partnership with sport based community organization Sport dans la Ville, maintaining our commitment to increasing girls’ access to play and sport.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_NKE_2022_results.csv
"The global Coca Cola Creations reduce added sugar.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_KO_2022_results.csv
"In fiscal 2022, Disney began working with ChickTech, an organization committed to bringing gender equity to technology.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DIS_2022_results.csv
"As part of our commitment to advance health equity, The Pfizer Foundation’s Accelerating Health Equity’ Grant Program supports efforts to reduce health disparities and improve health outcomes in Black communities in the U.S. using a social determinants of health framework.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_PFE_2022_results.csv
"Given the wide range of outcomes, subsequent decarbonization planning should be approached as a future under uncertainty problem .
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_UBER_2022_results.csv
"This includes smallholder long history of enhancing the livelihoods of the people in the communities we proudly serve.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_KO_2022_results.csv
"We are also working to increase landfill diversion within our distribution centers.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_NKE_2022_results.csv
"The average tenure of our non employee directors at year end 2021 was 3.8 years, which was well below the 2021 average of S P 500 companies of 7.7 years 2 .
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_XOM_2022_results.csv
"Our facility compliance program includes significant requirements on chemicals management and measurement that are elevated through tools such as the FEM and SLCP.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_NKE_2022_results.csv
"This program offered opportunities for employees to volunteer their unique skills and expertise and help support the grass roots tourism industry through a partnership with the Tourism Authority of Thailand (TAT) and Hivesters, a travel social enterprise with a mission to preserve and rejuvenate Thai culture by empowering local leaders.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NASDAQ_BKNG_2022_results.csv
"It reaches a broad cross section of audiences, allowing them to see themselves in these roles through a wide network of social platforms, presentations, and recruitment avenues.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DIS_2022_results.csv
"Nominating and Governance Committee: Amended our corporate governance guidelines to explicitly incorporate Nominating and Governance Committee oversight of directors’ external Board commitments, including Board chair and lead director roles on public company boards, and an annual review of such commitments to ensure such commitments do not impair directors’ ability to serve on our Board .
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_UBER_2022_results.csv
"For apparel in geographies outside of the U.S., we work with third party pre processors and recyclers to maximize recycling solutions.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous,NYSE_NKE_2022_results.csv
"TotalEnergies is deploying across the entire renewable electricity value chain, from production and storage to trading and sales, in accordance with a selective, profitable approach.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_TTE_2022_results.csv
"As of year end 2021, nearly 90% of the Company’s permanent employees worldwide were covered by a death benefit.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_TTE_2022_results.csv
"Incorporating 95% recyclable content into our products Ensuring 65% of content going into our products is sustainable Growing remanufacturing revenue by 50%.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_DE_2022_results.csv
"We see our engagement and support as a means to help shape industry certi cation and traceability across the food and agriculture value chain to ultimately unlock opportunities for growers.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_DE_2022_results.csv
"Where we have a small, dispersed footprint, NIKE began purchasing unbundled EACs. We sourced such certificates in 15 countries, making up 22% of our overall renewable electricity footprint.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_NKE_2022_results.csv
"The output of these assessments is used to identify areas of focus in development and manufacturing processes, which can help enable preventative actions where we can have the most impact, with particular emphasis on GHG emissions reductions.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_PFE_2022_results.csv
"Filet O Fish represents over 98% of the total fish volumes used in the McDonald’s System (by weight).
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_MCD_2022_results.csv
"We also generated signi cant cash ow which, in addition to investing in our business, we returned to shareholders through share repurchases of over 7 billion while simultaneously increasing the quarterly dividend by nearly 20%.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DE_2022_results.csv
