text,llm_responses,scope3,vague
"The European Union’s Fit for 55 objective of a 55% decrease between 1990 and 2030 corresponds to a 37% decrease between 2015 and 20308.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"The IEA’s NZE scenario  In its 1.5 C scenario, the IEA is aiming for carbon neutrality by 2050, which requires a 39% reduction in net emissions from energy between 2015 and 2030 (from 34 to 21 billion tons of CO2e).
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Improving The Efficiency of our Facilities ne part of the direct emissions from our facil ities is caused by energy loss, flaring, venting and fugitive emissions.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"This is not the major ity (around 15%) but should be reduced as a priority.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"The second, bigger, part (around 85%) corresponds to the use of energy, either by combustion to generate electricity, for example, or in industrial processes, and is the target of projects to improve our energy efficiency.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"Reducing flaring Restricting routine flaring is a priority for reducing greenhouse gas emissions.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"Since 2000, TotalEnergies has made a com mitment not to include any routine flaring on its new projects.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"As a founding member of the World Bank’s Zero Routine Flar ing by 2030 initiative since 2014, the Company has pledged to end the practice altogether by 2030.
","{'scope3': 'not relevant', 'vague': 'specific'}",not relevant,specific
"Routine flaring has been reduced by 90% since 2010, and the Company has set a new target to bring the level below 0.1 million cubic meters per day as from 2025.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Occasional, or non routine, flaring connected with operation al issues or the start up of facilities has also been addressed with action plans, as has safety flaring, which is used to pro tect facilities.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"In Argentina and Bolivia, for example, the Com pany has reduced safety flaring by half, thanks to continuous monitoring of gas flows and optimized flaring parameters.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Using less energy Improving energy efficiency means reducing the quantity of energy used to produce a given amount of energy, so emis sions are reduced as well.
","{'scope3': 'yes', 'vague': 'specific'}",yes,specific
"Exploration Production is enhancing energy efficiency through projects to reduce the quantity of gas its facilities use to produce the energy they need.
","{'scope3': 'maybe', 'vague': 'ambiguous'}",maybe,ambiguous
"Refining Chemicals, for which energy consumption is a key factor in production costs, is continuing its efforts of recent years to improve energy efficiency as part of an investment plan totaling 450 million over the period 2018 2025.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Improving energy efficiency also entails finding new ways to use waste heat from our units.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"Several refineries, including Leuna in Germany, have mapped and quantified their sourc es of waste heat.
","{'scope3': 'maybe', 'vague': 'specific'}",maybe,specific
"Research is underway to see how heat from nearby industrial and municipal ecosystems can be put to use.
","{'scope3': 'generic', 'vague': 'neutral'}",generic,neutral
"The Company has made a firm commitment to embracing dig ital technology at its sites as a driver in improving energy per formance.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"As of the end of 2021, 27 of the 46 operated sites using more than 50,000 toe year were equipped with an audit able energy management system, using the ISO 50001 energy management standard, for example.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"The software has been installed at six of the Company’s complexes and is currently led to a 30% reduction in the complex’s fuel gas consumption during 2020. on exchangers, assess their fouling rate and clean them at the appropriate time. being rolled out at the other facilities.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Go Green Project: Reducing Scope 2 emissions from electricity purchases  In 2020, TotalEnergies decided to aim for net zero emissions for all electricity purchases at its operated sites in Europe by 2025.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"All electricity needs at the Company’s industrial and commercial sites, as well as its offices, will be met by renewable power obtained through the Company’s regional generation capacity in Europe a similar strategy has been adopted in the United States.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Taken together, this will represent around 7 TWh year.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"In Europe, electricity will be provided by solar farms acquired in Spain in 2020, offering capacity of 5 GW and production of 10 TWh year by 2025.
","{'scope3': 'yes', 'vague': 'specific'}",yes,specific
"Six TWh year will be routed to European sites under a PPA2.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The Electricity Trading team will manage the contract with Refining Chemicals and excess production will be sold to third parties.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"For the United States, in 2021 the Company acquired a portfolio of 2.2 GW in solar projects and 0.6 GW in battery storage projects to cover 100% of electricity needs at operated industrial sites, including the Port Arthur refining and petrochemical complex and the La Porte and Carville petrochemical sites.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"As a result, the Company is on track to reduce Scope 2 emissions across its operated scope by more than 2 Mt of carbon annually as of 2025.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Our Digital Factory develops solutions to improve our energy performance  TotalEnergies’ Digital Factory, which opened in 2020, brings together up to 300 developers and data scientists.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Its mission is to develop the digital solutions the Company needs to improve its industrial operations, offer new services to customers (notably for managing energy consumption), develop in new energies and reduce its environmental impact.
","{'scope3': 'maybe', 'vague': 'generic'}",maybe,generic
"For example, the E digital solution developed by our drillers at the Digital Factory provides a real time estimation of energy consumption by the different equipment in a drilling rig, along with the related greenhouse gas emissions.
","{'scope3': 'yes', 'vague': 'specific'}",yes,specific
"The teams can directly access these data and integrate them seamlessly in operational decisions.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"E was deployed on the Maersk Voyager1 in 2020, resulting in fuel savings of around 7% and 1,000 tons of avoided CO2 emissions over one year.
","{'scope3': 'yes', 'vague': 'specific'}",yes,specific
"A CO2 Fighter Squad dedicated to emissions reduction  Since late 2018, a dedicated team for reducing greenhouse gas emissions, known as the CO2 Fighters, has been tracking GHG emissions across the Company.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"It’s tasked with encouraging a low carbon mindset within the Company, initiating energy efficiency projects, accelerating the electrification process at facilities and helping to introduce greener forms of energy consumption.
","{'scope3': 'maybe', 'vague': 'generic'}",maybe,generic
"The team has overseen more than 400 emissions reduction projects, most of which have cost less than 10 per ton of CO2.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"By 2025, 160 upstream projects and more than 200 downstream projects will yield reductions in Scope 1 2 emissions of 2.5 and 4.5 Mt of CO2 respectively.
","{'scope3': 'yes', 'vague': 'specific'}",yes,specific
"Toward Zero Methane Emissions ethane is a greenhouse gas with a glob al warming potential 25 times higher than that of CO2 over 100 years.
","{'scope3': 'yes', 'vague': 'specific'}",yes,specific
"In 2021, the IPCC assessed methane’s contribution to current warming at 0.5 C since pre industrial times.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"COP26 highlighted the major role that methane emissions reduction must play in limiting global warming, both in its final conclusion (the Glasgow Climate Pact) and through the Global Methane Pledge, a commitment by 105 countries, led by the United States and the European Union1, to reduce their methane emissions by 30% from 2020 levels by 2030.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"New objectives The Company has been working on reducing its methane emissions for several years.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"It halved its operated methane emissions between 2010 and 2020.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"In line with the Glasgow agreements, the Company is setting new targets for the cur rent decade: reductions from 2020 levels of 50% by 2025 and 80% by 2030.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"The Company is also maintaining its target of keeping methane intensity below 0.1% across its operated gas facilities.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Achieving those objectives requires improved measuring capability and redoubled efforts on emissions sources.
","{'scope3': 'ambiguous', 'vague': 'generic'}",ambiguous,generic
"This target is in step with society and the IEA’s Net Zero by 2050 scenario  In December 2021, the European Commission proposed a new E.U.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Commissioner for Energy Kadri Simson said: We are also proposing strict rules on methane emissions from gas, oil and coal, to reduce emissions in these sectors by 80% by 2030 and to trigger action on methane outside the EU .
","{'scope3': 'yes', 'vague': 'specific'}",yes,specific
"In May 2021, the IEA published Net Zero by 2050: A Roadmap for the Global Energy Sector, which outlines a scenario for achieving carbon neutrality by 2050.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"It includes a 75% reduction in methane emissions from the coal, oil and gas industries between 2020 and 2030.
","{'scope3': 'yes', 'vague': 'specific'}",yes,specific
"Measuring methane emissions more accurately Methane emissions have numerous and dispersed sources.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"TotalEnergies is a pioneer in detecting and quantifying emis sions across the entire value chain.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"The Company operates a site for testing methane emissions measurement technology.
","{'scope3': 'maybe', 'vague': 'generic'}",maybe,generic
"Known as the TADI complex2, it is unparalleled in Europe only one comparable site exists world wide, in the United States3.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"In addition, TotalEnergies is speeding up deployment of its drone mounted methane detection technology, AUSEA4, at all of its operated sites starting in 2022 (see sidebar).
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"These countries represent 70% of the global economy and account for nearly half of the planet’s anthropogenic methane emissions.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"Airborne Ultra light Spectrometer for Environmental Applications.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Emissions associated with incomplete gas combustion, based on a standardized estimate of 2% of volumes flared.
","{'scope3': 'yes', 'vague': 'specific'}",yes,specific
"The Company is also enhancing its reporting as part of OGMP 2.0, the second phase of the United Nations Environ ment Programme’s Oil Gas Methane Partnership.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"OGMP 2.0 outlines a reporting framework that encompasses the entire gas value chain and non operated scope, including a break down of emissions by source, information on inventory meth odologies and the use of airborne measurement campaigns.
","{'scope3': 'yes', 'vague': 'specific'}",yes,specific
"In late 2021, TotalEnergies was awarded Gold Standard5 status.
","{'scope3': 'no', 'vague': 'not relevant to ESG'}",no,not relevant to ESG
"It will implement the necessary continuous improve ment measures to maintain this level for methane emissions measurement and reporting.
","{'scope3': 'maybe', 'vague': 'ambiguous'}",maybe,ambiguous
"Abating our emissions at each source Methane emissions are primarily attributable to venting (more than half the total) and flaring6 (a quarter of the total) the rest are fugitive emissions (i.e., leaks at valves, flanges and cou plings) or the product of incomplete gas combustion at our facilities (turbines, furnaces, boilers, etc.).
","{'scope3': 'yes', 'vague': 'specific'}",yes,specific
"In order to reach zero methane emissions, stronger action will be taken on each of these emission sources: Reductions in venting: projects to reroute vents to the gas export system or the flare and to reduce instrument gas on producing assets.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"In 2021, the decline from the year before linked to reductions in venting came to 6 kt per year (projects in Gabon and the U.K.).
","{'scope3': 'yes', 'vague': 'specific'}",yes,specific
"Reductions in flaring: In 2021, the decrease in flaring from 2020 reduced emissions by 1.8 kt per year.
","{'scope3': 'yes', 'vague': 'specific'}",yes,specific
"Leak reduction: annual campaigns to identify and repair leaks at all operated sites will be deployed starting in 2022.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"In 2021, emissions declined by 4 kt as a result of leak reduction efforts, including a significant upgrade to the OML58 facility in Nigeria.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Moreover, all new projects include strict design criteria for pre venting methane emissions: no instrument gas, no continuous cold venting and the systematic use of closed flares.
","{'scope3': 'yes', 'vague': 'specific'}",yes,specific
"All of these practices have been implemented at the CLOV site in Angola, Moho Nord in the Republic of the Congo and Egina in Nigeria.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Using drones to detect and measure methane emissions  AUSEA consists of a miniature sensor, weighing 1.4 kilograms and mounted on a drone, that quantifies emissions by measuring methane emissions in the plume and tracing them back to their source.
","{'scope3': 'yes', 'vague': 'specific'}",yes,specific
"It has proved more accurate than commercially available technology and has been successfully deployed in Nigeria, the Republic of the Congo and the Netherlands.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"R D: Improving detection and measurement Satellites : TotalEnergies partnered with.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"GHGSat in 2021 to quantify small leaks and develop satellite based measurement technology suitable for offshore facilities, a world first.
","{'scope3': 'generic', 'vague': 'specific'}",generic,specific
"Demeter7 platform: This project is automating analysis of satellite data for reconciliation reducing emissions by about 6 kt y. with data captured onsite by drone or ground based sensors.
","{'scope3': 'yes', 'vague': 'specific'}",yes,specific
"Instrument gas has been reduced at the sites in Argentina and the U.S. (Barnett).
","{'scope3': 'maybe', 'vague': 'ambiguous'}",maybe,ambiguous
"Producing assets: examples of projects Venting has been restricted at the Anguille by replacing the use of methane for instrumentation with compressed air, thanks to Qnergy technology.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"By installing 400 units between now and 2024, emissions site in Gabon and Elgin Franklin in the U.K., will be reduced by 7 kt annually.
","{'scope3': 'yes', 'vague': 'specific'}",yes,specific
"Reducing emissions at the facilities also means developing industrial processes for carbon capture, transport and storage (CCS1), a field in which TotalEnergies wields critical expertise in large scale project management, gas treatment and geoscience.
","{'scope3': 'yes', 'vague': 'specific'}",yes,specific
"The CO2 associated with that natural gas, known as native CO2, is isolated and injected into the subsurface.
","{'scope3': 'maybe', 'vague': 'generic'}",maybe,generic
"From 2010 to 2013, TotalEnergies developed a pilot project in Lacq, France, involving a complete CCS chain, in which carbon from a steam generator was captured using oxy combustion technology (a European first) and then transported and stored in a depleted reservoir.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"This experience in CCS opens the door to large scale projects for reducing carbon emissions resulting from hydrogen produc tion at the Company’s refineries in Europe.
","{'scope3': 'yes', 'vague': 'specific'}",yes,specific
"Current CO2 storage projects are located in the North Sea to take advantage of its significant potential, particularly in depleted fields operated by TotalEnergies.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Moreover, the regulatory environment within the E.U.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Not only will they provide a way to reduce the Company’s own emissions, but thanks to additional capacity, it can also offer CO2 emissions storage to its customers to reduce their Scope 1 and our Scope 3 emis sions (see p. 30 39).
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"TotalEnergies allocated 100 million to CCS research and projects in 2021, and by 2030 it expects to be expanding storage capacity by around 10 Mt annually.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"TotalEnergies sold its interest in this field in 2016.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Supplying blue hydrogen to our refineries  In the Netherlands, the Company is studying a project to capture 900,000 tons year of CO2 generated by the Zeeland refinery’s hydrogen plant as of 2026.
","{'scope3': 'yes', 'vague': 'specific'}",yes,specific
"The carbon would then be transported and stored as part of the Aramis project.
","{'scope3': 'possibly', 'vague': 'ambiguous'}",possibly,ambiguous
"In France, in July 2021, TotalEnergies joined with four other industrial companies in the Seine basin to launch development studies for carbon capture and maritime export infrastructure.
","{'scope3': 'generic', 'vague': 'specific'}",generic,specific
"In Belgium, the Company and its partners are studying the CO2 Antwerp C project to collect and transport CO2 emissions from the Antwerp industrial port.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"In all three cases, the CO2 would be stored in depeleted reservoirs in the North Sea.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Developing transport and storage projects  In Norway, the Company, together with Equinor and Shell, launched Northern Lights, the first large scale carbon transport and storage project.
","{'scope3': 'yes', 'vague': 'generic'}",yes,generic
"Approved by the Norwegian government in 2020, the project is currently in the construction phase.
","{'scope3': 'no', 'vague': 'not ESG related'}",no,not ESG related
"It will allow industrial emitters in Norway and elsewhere in Europe to store their emissions.
","{'scope3': 'maybe', 'vague': 'ambiguous'}",maybe,ambiguous
"In the Netherlands, TotalEnergies and its partners are studying the Aramis project designed to develop a logistics chain and hub in the port of Rotterdam to transport CO2 to depleted offshore fields, some of which are operated by TotalEnergies.
","{'scope3': 'yes', 'vague': 'specific'}",yes,specific
"In the United Kingdom, the Company is working with its partners on the Northern Endurance Partnership transport and storage project, which aims to decarbonize the Teesside and Humberside industrial regions.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"TotalEnergies’ Scope 1 2 emissions based on equity share amounted to 54 Mt of CO2e in 2021.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Half of those emissions were attributable to its interests in sites it operates1 interests in sites operated by its partners accounted for the other half.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"In 2021 TotalEnergies helped to prepare action plans for reducing emis sions at its non operated Refining Chemicals assets (notably Naphtachimie in France, HTC in South Korea and Satorp in Saudi Arabia).
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"As with its operated assets, the Company takes steps to improve energy efficiency, electrify operations using green electricity, reduce flaring and manage methane emissions.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"In 2021, TotalEnergies joined forces with Novatek to reduce the intensity of the LNG chain (see p. 17), and conducted an energy efficiency audit of the Lav ra petrochemical facility in France.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"In Norway, TotalEnergies is a partner in the Johan Sverdrup field, which came onstream in 2019 and has an emissions intensi ty of less than 2 kilograms of CO2e boe thanks to the use of decarbonized electricity supplied from shore, and the Oseberg field, where an electrification project was initiated in 2021.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"It is also studying plans to electrify the Sn hvit LNG plant along side the operator, Equinor.
","{'scope3': 'possibly', 'vague': 'ambiguous'}",possibly,ambiguous
"In the United Arab Emirates, where TotalEnergies is the biggest international operator, its non op erated onshore assets were powered with decarbonized elec tricity as of January 1, 2022, and with the partner, ADNOC, the Company is reviewing an electrification project for the offshore fields.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"Photovoltaic projects are also in the works at the non operated Refining Chemicals facilities in Saudi Arabia, Algeria and South Africa.
","{'scope3': 'yes', 'vague': 'generic'}",yes,generic
"Thirteen sources using the methodology in the OGMP 2.0 reporting framework.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"For the first time in 2021, TotalEnergies released the meth ane emissions from its non operated assets.
","{'scope3': 'yes', 'vague': 'specific'}",yes,specific
"The operators of those assets were each asked to provide their emissions data, itemized by source2.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"Those operators differ in their measuring and reporting capabilities, but the Company is working with them in a commitment to continuous improvement, with the aim of reaching the highest reporting level in the OGMP 2.0 framework (see p. 34).
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"D veloppement durable et climat 2022Sustainability Climate 2022 Progress Report 2.
","{'scope3': 'generic', 'vague': 'ambiguous'}",generic,ambiguous
"Offsetting Residual Emissions with Natural Carbon Sinks n addition to taking action to prevent and reduce GHG emissions, it will be necessary to offset residual carbon emissions for TotalEnergies to achieve net zero emis sions together with society.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"For that reason, it is invest ing in natural carbon sinks, such as forests, regenerative agriculture and wetlands.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"The model for land management areas must be integrated and shared with the local population.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The goal is to combine and balance the value of agricultural and forestry revenues with the value of co benefits for the population, soil, biodiversity, and the water cycle and that of carbon credits.
","{'scope3': 'generic', 'vague': 'specific'}",generic,specific
"When this is done, the local standard of living improves and the causes of land degradation and deforestation, which are major sources of GHG emissions, recede.
","{'scope3': 'generic', 'vague': 'yes'}",generic,yes
"The Company works with experi enced partners to manage the long term approach required and the risks involved in these complex projects.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The projects are certified in accordance with the highest standards, includ ing Vera VCS and CCB.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Backed by an average annual budget of 100 million between 2020 and 2030, TotalEnergies aims to build up a stock of 100 million credits1 and develop the annual capacity to produce at least 5 million credits a year as from 2030.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"The Company does not intend to trade these carbon credits but rather to gradually use its stock and annual production to neutralize its residual Scope 1 2 emissions as from 2030.
","{'scope3': 'yes', 'vague': 'specific'}",yes,specific
"As of end 2021, TotalEnergies’ stock stood a little under 7 million certified credits.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The cumulative budget for all of the signed operations amounts to nearly 350 million over their lifetime, for an anticipated cumulative volume of credits of 23 million in 2030 and 31 million in 2050.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"One credit corresponds to one tonne of sequestered CO2.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Peru  Since 2021, TotalEnergies and CIMA (Centro de Conservation, Investigacion y Manejo de Areas Naturales), a Peru based NGO, have been working together in the Peruvian Amazon to fund projects for preserving the primary forest in Cordilleria Azul National Park, which spans 1.35 million hectares and is included on the IUCN Green List.
","{'scope3': 'no', 'vague': 'not related to ESG'}",no,not related to ESG
"These campaigns include efforts by forest rangers to monitor and prevent degradation and deforestation of park areas.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"They also include programs to develop sustainable economic activity in the buffer region surrounding the Park, such as sustainable agroforestry crops and their value chains, ecotourism and craft production.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Under the agreement, more than 15 Mt of CO2 equivalent will be prevented over ten years.
","{'scope3': 'yes', 'vague': 'specific'}",yes,specific
"Republic of the Congo  In March 2021, TotalEnergies and For t Ressources Management signed a partnership agreement with the Republic of the Congo for a large scale, inclusive agroforestry management project that will sequester more than 10 Mt of CO2.
","{'scope3': 'yes', 'vague': 'specific'}",yes,specific
"It calls for integrated management with the project partners of more than 50,000 hectares over a 35 year period, and includes the planting of a 38,000 hectare forest, 2,000 hectares of agroforestry projects and preservation of gallery forests.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"The project aims to develop agricultural production and sustainable wood energy in cooperation with the local population.
","{'scope3': 'maybe', 'vague': 'generic'}",maybe,generic
"The Scope 3 emissions of an integrated multi energy company A major focus of TotalEnergies’ strategy is to work with our cus tomers on their energy consumption patterns.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"About 90% of petroleum product emissions occur when those products are used (Scope 3), while only about 10% are generated in their pro duction (Scope 1 2) (see our methodology p.76).
","{'scope3': 'yes', 'vague': 'specific'}",yes,specific
"Our objectives for 2030 TotalEnergies has set a target for 2030 of reducing its global Scope 3 emissions i.e., those from the energy products used by our customers to below 2015 levels, even though over the same period the Company plans to produce and sell 30% more energy products due, in particular, to growth in sales of elec tricity and LNG. Conversely, in order to prepare for the decline in demand for oil by the end of the decade, the Company has embarked on a voluntary strategy of adapting its Downstream activities in the refining and distribution of petroleum products to align them with its oil production, and it has set itself a new target of lowering Scope 3 emissions from petroleum products sold worldwide by over 30% between 2015 and 2030.
","{'scope3': ['yes'], 'vague': ['ambiguous']}",['yes'],['ambiguous']
"The sharp rise in sales of electricity (a twentyfold increase over the 2015 2030 period) will make it possible to decarbonize the Company’s energy mix without adding indirect Scope 3 emis sions (Category 11).
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"Gas is a transition fuel that allows cus tomers to replace the higher emitting coal they use and that TotalEnergies does not produce or sell (the Company withdrew from coal in 2016).
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"TotalEnergies will double its sales of LNG over the 2019 2030 period.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Reducing sales of petroleum products by more than 30% and boosting sales of biofuels to three times their current level will help reduce Scope 3 emissions in absolute terms over the 2015 2030 period.
","{'scope3': 'yes', 'vague': 'specific'}",yes,specific
"This Scope 3 trend varies by region, in line with evolving global energy demand, since TotalEnergies has a very small footprint in North America: In support of the European Union’s ambitions on the path toward carbon neutrality and in light of Europe’s weight in its Scope 3 emissions in 2015 (256 Mt out of 410 Mt), the Company has set a specific target of reducing its Scope 1 2 3 emissions in Europe by 30% in absolute terms over the same period, as the reduction in sales of petroleum products will focus particularly on Europe.
","{'scope3': 'yes', 'vague': 'specific'}",yes,specific
"At the same time, the Company intends to provide populations in developing countries with the energy they need to raise their living standards.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"It is increasing its energy supplies in these regions with a priority on natural gas and renewable energies.
","{'scope3': 'maybe', 'vague': 'generic'}",maybe,generic
"Petroleum products including bulk sales from refining and biomass and natural gas, excluding minority interests in listed companies.
","{'scope3': 'yes', 'vague': 'generic'}",yes,generic
"D veloppement durable et climat 2022Sustainability Climate 2022 Progress Report 2.
","{'scope3': 'generic', 'vague': 'ambiguous'}",generic,ambiguous
"TotalEnergies is actively striving to make net zero emissions an ambition it shares with its customers.
","{'scope3': 'ambiguous', 'vague': 'generic'}",ambiguous,generic
"The primary lever for effectively advancing the energy transition is to gradually change the forms of energy its customers use.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"As of 2018, transportation generated approximately 17% of global GHG emissions.
","{'scope3': 'yes', 'vague': 'generic'}",yes,generic
"The Company’s belief is that the mobility of the future does not call for a single solution, but an array of complementary solutions.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Road transportation Road transportation undoubtedly offers a wider range of solu tions for decarbonization than any other form of transport.
","{'scope3': 'yes', 'vague': 'generic'}",yes,generic
"Winning recognition as a major force in electric mobility As their driving range increases, electric vehicles (EVs) offer a future oriented solution, accounting for 9% of total vehicle sales in 2021.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"TotalEnergies is acting on two key links in that value chain to spur adoption of EVs by its customers: joined ACC in September 2021.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"This is a major investment to contribute to the development of electric vehicles in Europe.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"Deployment of charging infrastructure 150,000 charge points worldwide by 2025.
","{'scope3': 'maybe', 'vague': 'specific'}",maybe,specific
"This works out to one HPC every 150 km, for optimal coverage on long dis tance trips.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"TotalEnergies is transforming and adapting its presence in cities by developing an e mobility network in Europe and Asia.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Production of affordable, high performance batteries Automotive Cells Company (ACC), a joint venture founded by TotalEnergies and Stellantis in 2020, is set to emerge as a global player in the development and manufacture of auto motive batteries beginning in 2023.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"With Saft, TotalEnergies is giving the new company the benefit of its expertise in R D. The batteries produced by ACC will power nearly one million EVs a year, or 10% of the European market.
","{'scope3': 'yes', 'vague': 'generic'}",yes,generic
"Including service stations, B2B sites and government concessions.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"Physical volume of biofuels in equivalent ethanol and esters according to the rules defined by the European Union’s RED Directive, excluding volumes sold to third parties by Trading.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Shipping The maritime sector accounts for 90% of all goods transporta tion and 3% of global carbon emissions.
","{'scope3': 'yes', 'vague': 'specific'}",yes,specific
"Although heavy fuel oil remains the most common fuel for ship propulsion, the use of LNG, a transition fuel, can reduce CO2 emissions by 20%.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"In the medium term, decarbonized liquid fuels (such as e fuel or biofuels) and the use of hydrogen or ammonia will make it possible to reduce those emissions still further.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"TotalEner gies is working with major shipping companies to define the most appropriate fuels for achieving their decarbonization roadmaps.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"Aviation TotalEnergies is developing sustainable aviation fuels (SAFs) (see p. 19 21).
","{'scope3': 'yes', 'vague': 'generic'}",yes,generic
"SAFs will substantially reduce CO2 emissions from air transportation.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
